close,閉じる
"Contact Us",お問い合わせ
"Enable Contact Us",お問い合わせを有効にする
"Email Options",Emailオプション
"Send Emails To",Emailを次のアドレスに送信
Disable,無効
Enable,有効
"Custom Design",カスタムデザイン
"Block Information",ブロック情報
Disabled,無効
Home,ホーム
"Store View",ストアビュー
"Browse Files...",ファイルを選択....
"Go to Home Page",ホームページへ
"A total of %1 record(s) have been deleted.","合計 %1 レコードが削除されました。"
px.,ピクセル
"Collapse All",すべて折りたたむ
"Expand All",すべて展開する
Content,コンテンツ
"Static Blocks",静的ブロック
"Add New Block",新規ブロック追加
"Save Block",保存
"Delete Block",ブロックの削除
"Edit Block '%1'","ブロックの編集 '%1'"
"New Block",新規ブロック
"Block Title",ブロックタイトル
Identifier,識別子
"Manage Pages",ページ管理
"Add New Page",新規ページの追加
"Save Page",保存
"Delete Page",ページの削除
"Edit Page '%1'","ページの編集 '%1'"
"New Page",新規ページ
"Content Heading",コンテンツヘッダ
"Page Layout",ページレイアウト
Layout,レイアウト
"Layout Update XML",レイアウトXMLを更新する
"Custom Design From",カスタムデザイン適用開始日
"Custom Design To",カスタムデザイン適用終了日
"Custom Theme",カスタムテーマ
"Custom Layout",カスタムレイアウト
"Custom Layout Update XML",カスタムレイアウト更新XML
Design,デザイン
"Page Information",ページ情報
"Page Title",ページタイトル
"URL Key",URLキー
"Relative to Web Site Base URL","ウェブサイトベースURLと関連"
"Page Status",ページステータス
"Meta Data",メタデータ
Keywords,キーワード
"Meta Keywords",メタキーワード
"Meta Description",メタ概要
Created,作成日
Modified,更新日
Preview,プレビュー
"Media Storage",メディアストレージ
"Create Folder...",フォルダを作成...
"Delete Folder",フォルダを削除
"Delete File",ファイルを削除
"Insert File",ファイル挿入
"New Folder Name:",新しいフォルダ名:
"Are you sure you want to delete this folder?","本当にこのフォルダを削除しますか?"
"Are you sure you want to delete this file?","本当にこのファイルを削除しますか?"
"Images (%1)","画像 (%1)"
"Storage Root",ストレージルート
"Please select item(s).","アイテムを選択して下さい。"
"The block has been deleted.",ブロックを削除しました。
"We can't find a block to delete.","削除するブロックが見つかりません。"
"This block no longer exists.",このブロックは存在していません。
"Edit Block",ブロックを編集
Blocks,ブロック
"The block has been saved.",ブロックを保存しました。
"The page has been deleted.",ページを削除しました
"We can't find a page to delete.","削除するページが見つかりません。"
"This page no longer exists.",このページは存在していません。
"Edit Page",ページの編集
Pages,ページ
"The page has been saved.",ページを保存しました。
"Something went wrong while saving the page.","保存中に問題が発生しました。"
"The directory %1 is not writable by server.","ディクショナリー %1 はサーバーから書き込み可能ではありません。"
"Make sure that static block content does not reference the block itself.","静的ブロックコンテンツがブロック自身を参照しないように気をつけてください。"
"CMS Block with id ""%1"" does not exist.","id ""%1"" のCMSブロックは存在しません。"
"Enabled by Default",デフォルトで有効
"Disabled by Default",デフォルトで無効
"Disabled Completely",完全に無効にする
"CMS Page with id ""%1"" does not exist.","id ""%1"" のCMSページは存在しません。"
"A block identifier with the same properties already exists in the selected store.",選択した店舗には同じブロック識別子のブロックが存在しています。
"The page URL key contains capital letters or disallowed symbols.",URLキーに使用できない文字が含まれています。
"The page URL key cannot be made of only numbers.","ページURLキーは数字でのみ作成はできません。"
"Please correct the folder name. Use only letters, numbers, underscores and dashes.","フォルダ名前を修正してください。文字、数字、アンダースコア、バーのみ使用してください。"
"We found a directory with the same name. Please try another folder name.","同じ名前のディクショナリーを見つけました。別のフォルダ名をお試しください。"
"We cannot create a new directory.","新しいディクショナリーを作成できません。"
"We cannot delete directory %1.","ディクショナリー %1　を削除できません。"
"We can't upload the file right now.","現在ファイルをアップロードできません。"
"We can't delete root directory %1 right now.","現在ルートディレクトリ %1 を削除できません。"
"Directory %1 is not under storage root path.","ディレクトリー %1 はストレージルートパスの下にありません。"
"No files found",ファイルが見つかりません
Block,ブロック
to,終了
"We could not detect a size.","サイズが不明でした。"
"Anchor Custom Text",アンカーカスタムテキスト
"CMS Home Page",CMSのホームページ
"CMS No Route Page",CMSエラーページ
"CMS No Cookies Page",Cookie無効時ページ
"Show Breadcrumbs for CMS Pages",CMSページにパンくずを表示する
"Browser Capabilities Detection",ブラウザ互換性検出
"Redirect to CMS-page if Cookies are Disabled",Cookieが無効の場合はCMSページにリダイレクトさせる。
"Show Notice if JavaScript is Disabled",JavaScriptが無効の場合に警告を表示する。
"Show Notice if Local Storage is Disabled","ローカルストーレジが無効の場合に警告を表示する。"
"Content Management",コンテンツ管理
"WYSIWYG Options",WYSIWYGオプション
"Enable WYSIWYG Editor",WYSIWYGエディタを有効にする
"CMS Page Link",CMSページリンク
"Link to a CMS Page",CMSページにリンク
"CMS Page",CMSページ
"If empty, the Page Title will be used",空白の場合はページタイトルが使用されます（日本語は正しく処理されません）
"CMS Static Block",静的ブロック
"Contents of a Static Block",静的ブロックのコンテンツ
"CMS Static Block Default Template",静的ブロックデフォルトテンプレート
from,開始
Select...,Select...
MM/dd/YYYY,MM/dd/YYYY
"Are you sure you want to perform this action?","本当にこのアクションを実行しますか?"
20,20
30,30
50,50
100,100
200,200
Published,公開済
"Delete selected items?","選択したアイテムを削除しますか?"
"Custom design from","カスタムデザイン元"
"Custom design to","カスタムデザイン先"
"Are you sure?",よろしいですか？
"Images (.gif, .jpg, .png)","画像（.gif, .jpg, .png）"
"First Name",名
"Last Name",姓
Save,保存
Reset,リセット
Search,検索
"Select All",全て選択
"Add New",新規作成
"Please select items.",アイテムを選択してください。
Next,次
Images,画像
"per page",件表示
"Mass Actions","マスアクション"
"Unselect All",全て未選択にする
"Select Visible",表示中を選択
"Unselect Visible",表示を解除する
"Changes have been made to this section that have not been saved.","保存されていないこのセクションに変更がおこなわれました。"
"This tab contains invalid data. Please solve the problem before saving.",このタブは不正なデータを含んでいます。保存する前に問題を解決してください。
OK,OK
Root,ルート
"Save Category",保存
"Delete Category",カテゴリの削除
